url,qty_dot_url,qty_hyphen_url,qty_underline_url,qty_slash_url,qty_questionmark_url,qty_equal_url,qty_at_url,qty_and_url,qty_exclamation_url,qty_space_url,qty_tilde_url,qty_comma_url,qty_plus_url,qty_asterisk_url,qty_hashtag_url,qty_dollar_url,qty_percent_url,qty_dot_domain,qty_hyphen_domain,qty_underline_domain,qty_slash_domain,qty_questionmark_domain,qty_equal_domain,qty_at_domain,qty_and_domain,qty_exclamation_domain,qty_space_domain,qty_tilde_domain,qty_comma_domain,qty_plus_domain,qty_asterisk_domain,qty_hashtag_domain,qty_dollar_domain,qty_percent_domain,qty_dot_path,qty_hyphen_path,qty_underline_path,qty_slash_path,qty_questionmark_path,qty_equal_path,qty_at_path,qty_and_path,qty_exclamation_path,qty_space_path,qty_tilde_path,qty_comma_path,qty_plus_path,qty_asterisk_path,qty_hashtag_path,qty_dollar_path,qty_percent_path,qty_dot_query,qty_hyphen_query,qty_underline_query,qty_slash_query,qty_questionmark_query,qty_equal_query,qty_at_query,qty_and_query,qty_exclamation_query,qty_space_query,qty_tilde_query,qty_comma_query,qty_plus_query,qty_asterisk_query,qty_hashtag_query,qty_dollar_query,qty_percent_query,length_url,https,domain_in_ip,qty_vowels_domain,server_client_domain,qty_params,email_in_url,time_domain_activation,time_domain_expiration,domain_spf,qty_mx_servers,qty_nameservers,ttl_hostname,qty_ip_resolved,url_shortened,google_safe_browsing,tld,qty_tls,asn,phishing,redirect_count
http://io9.com/stories-from-the-sets-of-mad-max-the-road-warrior-1702490722/+leahfinnegan,1,10,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,3,0,0,0,8905,226,1,4,4,3600,4,0,0.0,0,1,54113,1,3
"https://twitter.com/BubbaWallace/status/1421175699511996417
",1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1,0,3,0,0,0,8855,276,1,5,8,464,1,0,0.0,0,1,13414,0,0
https://att-103383.weeblysite.com/,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1,0,5,0,0,0,4139,243,0,0,0,0,2,0,0.0,0,1,-1,1,0
http://1337x.to/torrent/1160984/Fast-and-Furious-7-2015-720p-HDRip-x264-Dual-Audio-Hindi-English/,1,11,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0.0,0,1,13335,1,1
"http://plannedgiving.ywca.org/
",2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,2,0,0,0,0,0,1,1,2,0,4,0,0.0,0,1,16509,0,1
http://ncheminin.wixsite.com/my-site,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,4,0,0,0,4364,18,1,0,0,0,-1,0,0.0,0,1,396982,1,1
https://pub-b0879d66c06e4547a6fe4d002fc9f88e.r2.dev/xtrst.html,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,1,0,1,0,0,0,605,490,0,0,0,0,2,0,0.0,0,1,13335,1,0
http://censor.net.ua/photo_news/335415/predstaviteli_moskovskogo_patriarhata_demonstrativno_ne_vstali_na_torjestvennom_zasedanii_vr_kogda_poroshenko,2,0,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,5,0,0,0,7171,133,1,7,2,300,3,0,0.0,0,1,13335,1,2
https://ionosenlinea.com/ret_url/e4e2c797f3a70c7dd5a0de021ce4f6c6/login.php?serID=email_auth&sessionID=nNxEFCbcGWgWknwKvxhJ&em,2,0,2,5,1,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,126,1,0,8,0,2,0,46,318,0,0,0,0,-1,0,0.0,0,1,-1,1,-1
http://buzzfil.net/article/5673/non-classe/the-void-le-grand-parc-de-la-realite-augmentee-9.html?href=inner_website,2,10,1,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,115,0,0,3,0,1,0,3357,295,0,5,2,300,2,0,0.0,0,1,13335,1,0
"https://people.com/home/kim-zolciak-beirmanns-home-will-no-longer-be-sold-at-auction-after-foreclosure-notice-report/
",1,14,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,1,0,4,0,0,0,10914,42,1,5,8,0,4,0,0.0,0,1,54113,0,0
"http://scholar.google.com/scholar_lookup?&title=A%20global%20network%20of%20marine%20protected%20areas%20for%20food&journal=Proc.%20Natl%20Acad.%20Sci.%20USA&doi=10.1073%2Fpnas.2000174117&volume=117&pages=28134-28139&publication_year=2020&author=Cabral%2CRB
",7,1,2,3,1,7,0,7,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,7,0,7,0,0,0,0,0,0,0,0,14,258,0,0,4,0,7,0,9713,1607,1,1,4,104,1,0,0.0,0,1,15169,0,0
http://torcache.net/torrent/905356F34DC3E26955D9ECCB38C27FE662C0FABB.torrent?title=[kickass.to]windows.7.all.in.one.pre.activated.excellent,10,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,139,0,0,4,0,1,0,4739,9,1,1,2,600,1,0,0.0,1,1,61969,1,0
"http://uw.edu/contact
",1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,3,0,0,0,9177,102,1,2,3,84151,4,0,0.0,0,1,73,0,3
"https://kidsbeetv.com/support/
",1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1,0,4,0,0,0,1250,210,1,1,4,60,1,0,0.0,0,1,16509,0,0
"https://twitter.com/TeamYouTube
",1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1,0,3,0,0,0,8855,276,1,5,8,464,1,0,0.0,0,1,13414,0,0
"https://www.watttime.org/ways-to-support-our-work/
",2,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1,0,4,0,0,0,3930,87,1,5,4,0,1,0,0.0,0,1,13335,0,1
"https://cs.android.com/android/platform/superproject/
",2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,1,0,4,0,0,0,9797,63,1,7,4,0,1,0,0.0,0,1,15169,0,0
"https://people.com/parents/all-about-sarah-jessica-parker-matthew-broderick-kids/
",1,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,1,0,4,0,0,0,10914,42,1,5,8,0,4,0,0.0,0,1,54113,0,0
"https://people.com/movies/damian-lewis-remembers-late-wife-helen-mccrory-a-year-after-her-death-shes-much-much-missed/
",1,15,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,1,0,4,0,0,0,10914,42,1,5,8,0,4,0,0.0,0,1,54113,0,0
"https://discussions.apple.com
",2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,0,3,0,0,0,13574,306,1,5,4,0,1,0,0.0,0,0,16625,0,1
http://extratorrent.cc/torrent/4190440/%5BHorribleSubs%5D+Gintama+2015+-+06+%5B271%5D+%5B480p%5D.mkv.html,3,1,0,5,0,0,0,0,0,0,0,0,6,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,4,0,0,0,4886,227,0,1,3,0,-1,0,0.0,0,1,-1,1,-1
"https://cloud.google.com/powershell
",2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,1,0,4,0,0,0,9713,1607,1,1,4,104,1,0,0.0,0,1,15169,0,0
"https://mozilla.design/firefox/#personality
",1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,1,0,5,0,0,0,2349,207,0,0,0,0,2,0,0.0,0,1,209242,0,0
"https://globalfishingwatch.org/impacts/global-fishing-watch-training-helps-latam-governments/
",1,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,1,0,6,0,0,0,3474,178,1,5,2,0,3,0,0.0,0,1,13335,0,0
http://oneplus.net/support/answer/can-we-purchase-add-ons-during-the-repair-process,1,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,4,0,0,0,7236,68,1,1,4,300,1,0,0.0,0,1,14618,1,-1
"https://developers.google.com/search/docs/essentials
",2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,1,0,4,0,0,0,9713,1607,1,1,4,104,1,0,0.0,0,1,15169,0,0
"https://www.ywca.org/blog/2021/04/20/ywca-usa-statement-on-the-conviction-of-derek-chauvin/
",2,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,1,0,2,0,0,0,7863,1086,1,1,2,0,4,0,0.0,0,1,53831,0,0
http://thenextweb.com/apps/2011/07/24/the-complete-list-of-top-instagram-apps/carousel/,1,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,4,0,0,0,5739,104,1,7,2,300,2,0,0.0,0,1,13335,1,0
http://distractify.com/post/related/id/55049d894a0c4bab319531ee/skip/10/limit/10/back/0,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,4,0,0,0,4098,284,1,5,4,600,1,0,0.0,0,1,54113,1,2
"http://scholar.google.co.uk/scholar?as_q=&num=10&btnG=Search+Scholar&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=%22Judith%20Brown%22&as_publication=&as_ylo=&as_yhi=&as_allsubj=all&hl=en
",3,0,10,3,1,13,0,12,0,0,0,0,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,13,0,12,0,0,0,0,1,0,0,0,3,189,0,0,5,0,6,0,9196,300,1,1,4,211,1,0,0.0,0,1,15169,0,0
http://emgn.com/entertainment/what-happened-to-flight-mh370-and-the-rest-of-these-planes/,1,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,2,0,0,0,0,0,0,0,0,0,-1,0,0.0,0,1,-1,1,-1
https://melkonjlo.web.app/,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,0,2,0,0,0,1927,264,0,0,0,0,1,0,0.0,0,1,54113,1,0
http://metro.co.uk/2015/04/13/the-house-that-bras-built-michelle-mones-luxury-glasgow-townhouse-is-up-for-sale-5147855/,2,14,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,4,0,0,0,0,1519,1,1,6,7200,1,0,0.0,0,1,2635,1,1
"https://www.contentful.com/
",2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,0,4,0,0,0,6672,267,1,2,4,300,1,0,0.0,0,1,16509,0,0
https://associationdocument.liinnaner.workers.dev/,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1,0,3,0,0,0,1897,659,1,0,0,0,2,0,1.0,0,1,13335,1,0
"https://people.com/style/kate-middleton-veja-sneakers/
",1,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,1,0,4,0,0,0,10914,42,1,5,8,0,4,0,0.0,0,1,54113,0,0
https://cloudflare-ipfs.com/ipfs/bafybeigszdwch3vzsaaubs2nyj4ulvognfr6rcj7ljllef5nytfw5snaoi/jongil004_owab6579.html,2,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,1,0,6,0,0,0,2151,2962,0,0,0,0,2,0,0.0,0,1,13335,1,0
https://cf-ipfs.com/ipfs/QmX7Wi1atuSfXdhZ32Wh7jTMT2imqgWRDuMUvzh2GU9vii/Index.html,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,1,0,2,0,0,0,1962,3151,0,0,0,0,2,0,0.0,0,1,13335,1,1
http://web.de/magazine/unicef/unicef-foto-jahres-entbehrung-bitteres-leid-grosses-glueck-30284200,1,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,2,0,0,0,0,0,1,2,4,60,2,0,0.0,0,1,8560,1,1
"https://www.microsoft.com/en-us/industry/media-entertainment
",2,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,1,0,4,0,0,0,12041,378,1,1,4,0,5,0,0.0,0,1,16625,0,0
https://attupdatetoolsd.boxmode.io/,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,0,5,0,0,0,1726,100,0,5,4,300,1,0,0.0,0,1,7979,1,0
"https://www.microsoft.com/en-us/store/build/Surface-Laptop-Go-2-Essentials-Bundle/8rpj1ck09v7t?icid=LaptopGo2_PDP_Additional_buybox_EB
",2,6,4,7,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,135,1,0,4,0,1,0,12041,378,1,1,4,0,5,0,0.0,0,1,16625,0,0
https://pub-b808d49393464900ab418430c76582aa.r2.dev/nwa.html,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1,0,1,0,0,0,605,490,0,0,0,0,2,0,0.0,0,1,13335,1,0
"https://www.linkedin.com/pulse/what-high-yield-savings-account-get-ahead-by-linkedin-news
",2,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,1,0,4,0,0,0,7839,196,1,4,8,0,1,0,0.0,0,1,8068,0,0
